t,node,Va,Vb,Vc,Ia,Ib,Ic
0.0829,1,5947.786424,-7489.238503,1541.402646,5947.786424,-7489.238503,1541.402646
0.083,1,6078.5041,-7388.815508,1310.361047,6078.5041,-7388.815508,1310.361047
0.0831,1,6282.422707,-7326.455455,1044.065458,6282.422707,-7326.455455,1044.065458
0.0832,1,6363.497697,-7188.233239,824.70404,6363.497697,-7188.233239,824.70404
0.0833,1,6584.096559,-7132.239205,548.221173,6584.096559,-7132.239205,548.221173
0.0834,1,6648.001315,-6973.491368,325.466896,6648.001315,-6973.491368,325.466896
0.0835,1,6822.152188,-6885.398813,63.267291,6822.152188,-6885.398813,63.267291
0.0836,1,6941.058064,-6754.585133,-186.414734,6941.058064,-6754.585133,-186.414734
0.0837,1,7017.34334,-6600.358906,-417.032526,7017.34334,-6600.358906,-417.032526
0.0838,1,7198.482727,-6504.702022,-693.696938,7198.482727,-6504.702022,-693.696938
0.0839,1,7212.783766,-6305.974235,-906.828064,7212.783766,-6305.974235,-906.828064
0.084,1,7389.181088,-6205.015447,-1184.154784,7389.181088,-6205.015447,-1184.154784
0.0841,1,7415.957368,-6010.616969,-1405.273027,7415.957368,-6010.616969,-1405.273027
0.0842,1,7529.302972,-5866.64438,-1662.710841,7529.302972,-5866.64438,-1662.710841
0.0843,1,7592.162922,-5692.062906,-1900.018149,7592.162922,-5692.062906,-1900.018149
0.0844,1,7648.362782,-5512.134725,-2136.241448,7648.362782,-5512.134725,-2136.241448
0.0845,1,7731.111054,-5346.010967,-2385.092137,7731.111054,-5346.010967,-2385.092137
0.0846,1,7739.01929,-5136.146501,-2602.810585,7739.01929,-5136.146501,-2602.810585
0.0847,1,7837.871394,-4978.912221,-2858.994476,7837.871394,-4978.912221,-2858.994476
0.0848,1,7807.727214,-4744.193477,-3063.480593,7807.727214,-4744.193477,-3063.480593
0.0849,1,7895.111381,-4581.850374,-3313.237652,7895.111381,-4581.850374,-3313.237652
0.085,1,7873.463663,-4350.10377,-3523.390747,7873.463663,-4350.10377,-3523.390747
0.0851,1,7889.85052,-4146.179312,-3743.573932,7889.85052,-4146.179312,-3743.573932
0.0852,1,7930.54092,-3955.13633,-3975.46788,7930.54092,-3955.13633,-3975.46788
0.0853,1,7853.514962,-3692.560609,-4160.880121,7853.514962,-3692.560609,-4160.880121
0.0854,1,7930.624036,-3528.360364,-4402.257773,7930.624036,-3528.360364,-4402.257773
0.0855,1,7826.441319,-3250.492325,-4575.961545,7826.441319,-3250.492325,-4575.961545
0.0856,1,7861.06955,-3062.991973,-4798.00277,7861.06955,-3062.991973,-4798.00277
0.0857,1,7793.82456,-2811.939637,-4981.921337,7793.82456,-2811.939637,-4981.921337
0.0858,1,7751.519995,-2579.441177,-5172.032521,7751.519995,-2579.441177,-5172.032521
0.0859,1,7725.03862,-2358.656684,-5366.352937,7725.03862,-2358.656684,-5366.352937
0.086,1,7624.53526,-2095.109749,-5529.450149,7624.53526,-2095.109749,-5529.450149
0.0861,1,7614.031331,-1887.95511,-5726.004358,7614.031331,-1887.95511,-5726.004358
0.0862,1,7473.340645,-1605.197795,-5868.161101,7473.340645,-1605.197795,-5868.161101
0.0863,1,7467.57418,-1408.466067,-6059.091447,7467.57418,-1408.466067,-6059.091447
0.0864,1,7306.966575,-1116.573122,-6190.329627,7306.966575,-1116.573122,-6190.329627
0.0865,1,7265.910745,-907.26236,-6358.706681,7265.910745,-907.26236,-6358.706681
0.0866,1,7141.273182,-642.817058,-6498.355898,7141.273182,-642.817058,-6498.355898
0.0867,1,7013.721238,-387.505419,-6626.256583,7013.721238,-387.505419,-6626.256583
0.0868,1,6952.483814,-171.603533,-6780.844211,6952.483814,-171.603533,-6780.844211
0.0869,1,6750.051813,125.352838,-6875.361509,6750.051813,125.352838,-6875.361509
0.087,1,6701.044531,322.229168,-7023.30636,6701.044531,322.229168,-7023.30636
0.0871,1,6502.289034,609.532014,-7111.75241,6502.289034,609.532014,-7111.75241
0.0872,1,6389.944339,837.098421,-7227.048412,6389.944339,837.098421,-7227.048412
0.0873,1,6242.051382,1082.823336,-7324.872256,6242.051382,1082.823336,-7324.872256
0.0874,1,6058.607955,1344.954369,-7403.492701,6058.607955,1344.954369,-7403.492701
0.0875,1,5943.454971,1560.893187,-7504.396309,5943.454971,1560.893187,-7504.396309
0.0876,1,5717.741281,1838.205639,-7555.874261,5717.741281,1838.205639,-7555.874261
0.0877,1,5609.724955,2040.289639,-7650.015956,5609.724955,2040.289639,-7650.015956
0.0878,1,5363.588861,2318.961678,-7682.555217,5363.588861,2318.961678,-7682.555217
0.0879,1,5243.330911,2516.623505,-7759.880297,5243.330911,2516.623505,-7759.880297
0.088,1,5005.521043,2781.131123,-7786.698975,5005.521043,2781.131123,-7786.698975
0.0881,1,4831.186156,2999.041604,-7830.161857,4831.186156,2999.041604,-7830.161857
0.0882,1,4652.177642,3215.199351,-7867.370053,4652.177642,3215.199351,-7867.370053
0.0883,1,4389.624703,3477.835471,-7867.469046,4389.624703,3477.835471,-7867.469046
0.0884,1,4268.715347,3643.10734,-7911.753554,4268.715347,3643.10734,-7911.753554
0.0885,1,3961.649453,3923.695944,-7885.375685,3961.649453,3923.695944,-7885.375685
0.0886,1,3828.817958,4081.916791,-7910.69561,3828.817958,4081.916791,-7910.69561
0.0887,1,3553.98425,4330.178723,-7884.123389,3553.98425,4330.178723,-7884.123389
0.0888,1,3352.413847,4519.681812,-7872.137515,3352.413847,4519.681812,-7872.137515
0.0889,1,3133.556886,4718.188331,-7851.647189,3133.556886,4718.188331,-7851.647189
0.089,1,2877.786376,4929.415517,-7807.255455,2877.786376,4929.415517,-7807.255455
0.0891,1,2680.937836,5100.893342,-7781.772609,2680.937836,5100.893342,-7781.772609
0.0892,1,2406.672031,5310.558522,-7717.210602,2406.672031,5310.558522,-7717.210602
0.0893,1,2208.779321,5468.11502,-7676.912165,2208.779321,5468.11502,-7676.912165
0.0894,1,1934.607412,5666.299006,-7600.838979,1934.607412,5666.299006,-7600.838979
0.0895,1,1715.121901,5821.133392,-7536.272967,1715.121901,5821.133392,-7536.272967
0.0896,1,1472.121513,5989.192576,-7461.292155,1472.121513,5989.192576,-7461.292155
0.0897,1,1196.934522,6162.973108,-7359.856628,1196.934522,6162.973108,-7359.856628
0.0898,1,1014.655456,6279.729478,-7294.42246,1014.655456,6279.729478,-7294.42246
0.0899,1,679.293777,6479.316436,-7158.537495,679.293777,6479.316436,-7158.537495
0.09,1,527.387357,6560.884865,-7088.281432,527.387357,6560.884865,-7088.281432
0.0901,1,198.877419,6744.285723,-6943.159466,198.877419,6744.285723,-6943.159466
0.0902,1,-1.084286,6841.924067,-6840.766189,-1.084286,6841.924067,-6840.766189
0.0903,1,-257.652385,6966.294411,-6708.701829,-257.652385,6966.294411,-6708.701829
0.0904,1,-534.431089,7099.52741,-6565.003647,-534.431089,7099.52741,-6565.003647
0.0905,1,-725.447624,7168.441882,-6443.022366,-725.447624,7168.441882,-6443.022366
0.0906,1,-1043.432175,7314.512951,-6271.055647,-1043.432175,7314.512951,-6271.055647
0.0907,1,-1213.466422,7357.756919,-6144.244923,-1213.466422,7357.756919,-6144.244923
0.0908,1,-1531.538049,7489.964194,-5958.449173,-1531.538049,7489.964194,-5958.449173
0.0909,1,-1706.745132,7523.239136,-5816.4458,-1706.745132,7523.239136,-5816.4458
0.091,1,-2004.123209,7631.209074,-5627.066193,-2004.123209,7631.209074,-5627.066193
0.0911,1,-2207.676225,7667.815626,-5460.159038,-2207.676225,7667.815626,-5460.159038
0.0912,1,-2451.527099,7730.601099,-5278.992718,-2451.527099,7730.601099,-5278.992718
0.0913,1,-2711.677729,7790.931254,-5079.2996,-2711.677729,7790.931254,-5079.2996
0.0914,1,-2891.128786,7799.128912,-4907.941555,-2891.128786,7799.128912,-4907.941555
0.0915,1,-3186.123689,7872.832175,-4686.68977,-3186.123689,7872.832175,-4686.68977
0.0916,1,-3352.49053,7857.275282,-4504.807935,-3352.49053,7857.275282,-4504.807935
0.0917,1,-3609.481082,7898.405934,-4288.83986,-3609.481082,7898.405934,-4288.83986
0.0918,1,-3830.986372,7905.374721,-4074.436444,-3830.986372,7905.374721,-4074.436444
0.0919,1,-4007.804492,7884.740198,-3876.875494,-4007.804492,7884.740198,-3876.875494
0.092,1,-4283.752287,7915.743328,-3631.977345,-4283.752287,7915.743328,-3631.977345
0.0921,1,-4414.072202,7855.285286,-3441.223562,-4414.072202,7855.285286,-3441.223562
0.0922,1,-4693.867071,7878.452364,-3184.523394,-4693.867071,7878.452364,-3184.523394
0.0923,1,-4823.544087,7807.792552,-2984.263522,-4823.544087,7807.792552,-2984.263522
0.0924,1,-5071.622964,7801.663561,-2730.019602,-5071.622964,7801.663561,-2730.019602
0.0925,1,-5223.101671,7734.412522,-2511.257644,-5223.101671,7734.412522,-2511.257644
0.0926,1,-5420.932828,7689.808104,-2268.919712,-5420.932828,7689.808104,-2268.919712
0.0927,1,-5612.661198,7636.974607,-2024.226782,-5612.661198,7636.974607,-2024.226782
0.0928,1,-5738.63507,7540.000416,-1801.395658,-5738.63507,7540.000416,-1801.395658
0.0929,1,-5981.570461,7512.188005,-1530.587772,-5981.570461,7512.188005,-1530.587772
0.093,1,-6048.542287,7368.497891,-1319.909437,-6048.542287,7368.497891,-1319.909437
0.0931,1,-6295.996719,7338.57916,-1042.61731,-6295.996719,7338.57916,-1042.61731
0.0932,1,-6372.547596,7192.330535,-819.710281,-6372.547596,7192.330535,-819.710281
0.0933,1,-6552.742902,7114.286688,-561.55711,-6552.742902,7114.286688,-561.55711
0.0934,1,-6689.002328,7000.224333,-311.208206,-6689.002328,7000.224333,-311.208206
0.0935,1,-6786.153914,6862.51661,-76.306523,-6786.153914,6862.51661,-76.306523
0.0936,1,-6958.884972,6767.727924,191.121829,-6958.884972,6767.727924,191.121829
0.0937,1,-7020.964954,6602.233455,418.794023,-7020.964954,6602.233455,418.794023
0.0938,1,-7176.71188,6492.536368,684.180365,-7176.71188,6492.536368,684.180365
0.0939,1,-7243.060091,6324.927442,918.124896,-7243.060091,6324.927442,918.124896
0.094,1,-7358.788492,6187.8994,1170.965248,-7358.788492,6187.8994,1170.965248
0.0941,1,-7441.926623,6025.447839,1416.428275,-7441.926623,6025.447839,1416.428275
0.0942,1,-7505.537389,5854.937495,1650.672955,-7505.537389,5854.937495,1650.672955
0.0943,1,-7617.318886,5706.471227,1910.843782,-7617.318886,5706.471227,1910.843782
0.0944,1,-7621.589978,5496.84644,2124.747232,-7621.589978,5496.84644,2124.747232
0.0945,1,-7753.366185,5360.916686,2392.507512,-7753.366185,5360.916686,2392.507512
0.0946,1,-7730.591964,5130.383778,2600.183999,-7730.591964,5130.383778,2600.183999
0.0947,1,-7825.302222,4972.837586,2852.50512,-7825.302222,4972.837586,2852.50512
0.0948,1,-7842.187525,4765.888538,3076.329103,-7842.187525,4765.888538,3076.329103
0.0949,1,-7846.647916,4551.308598,3295.313622,-7846.647916,4551.308598,3295.313622
0.095,1,-7922.060672,4382.890035,3539.248417,-7922.060672,4382.890035,3539.248417
0.0951,1,-7856.339049,4123.827039,3732.479904,-7856.339049,4123.827039,3732.479904
0.0952,1,-7941.041742,3963.531907,3977.547522,-7941.041742,3963.531907,3977.547522
0.0953,1,-7864.991143,3699.747618,4165.283437,-7864.991143,3699.747618,4165.283437
0.0954,1,-7906.54081,3513.948611,4392.554155,-7906.54081,3513.948611,4392.554155
0.0955,1,-7853.759112,3267.880372,4585.968254,-7853.759112,3267.880372,4585.968254
0.0956,1,-7837.541185,3049.329342,4788.169123,-7837.541185,3049.329342,4788.169123
0.0957,1,-7813.108979,2823.482014,4989.676366,-7813.108979,2823.482014,4989.676366
0.0958,1,-7734.909523,2570.567365,5164.365511,-7734.909523,2570.567365,5164.365511
0.0959,1,-7742.053719,2369.413332,5372.627013,-7742.053719,2369.413332,5372.627013
0.096,1,-7609.830852,2085.4167,5524.469958,-7609.830852,2085.4167,5524.469958
0.0961,1,-7620.45519,1894.375565,5726.077268,-7620.45519,1894.375565,5726.077268
0.0962,1,-7484.408141,1610.484899,5873.930862,-7484.408141,1610.484899,5873.930862
0.0963,1,-7436.73753,1390.829123,6045.968489,-7436.73753,1390.829123,6045.968489
0.0964,1,-7353.387818,1145.987151,6207.361109,-7353.387818,1145.987151,6207.361109
0.0965,1,-7217.354709,876.11663,6341.306815,-7217.354709,876.11663,6341.306815
0.0966,1,-7178.861394,668.611248,6510.247317,-7178.861394,668.611248,6510.247317
0.0967,1,-6998.762303,376.690642,6622.070895,-6998.762303,376.690642,6622.070895
0.0968,1,-6943.616004,167.399141,6776.289527,-6943.616004,167.399141,6776.289527
0.0969,1,-6777.782625,-107.694375,6885.424309,-6777.782625,-107.694375,6885.424309
0.097,1,-6667.049402,-343.447281,7010.577933,-6667.049402,-343.447281,7010.577933
0.0971,1,-6534.120849,-589.308097,7123.412635,-6534.120849,-589.308097,7123.412635
0.0972,1,-6365.637157,-851.568734,7217.222857,-6365.637157,-851.568734,7217.222857
0.0973,1,-6261.812468,-1070.575368,7332.435398,-6261.812468,-1070.575368,7332.435398
0.0974,1,-6042.197736,-1354.981953,7397.160524,-6042.197736,-1354.981953,7397.160524
0.0975,1,-5958.117947,-1550.490804,7508.650077,-5958.117947,-1550.490804,7508.650077
0.0976,1,-5710.436601,-1844.517399,7554.979152,-5710.436601,-1844.517399,7554.979152
0.0977,1,-5604.974476,-2040.269936,7645.224555,-5604.974476,-2040.269936,7645.224555
0.0978,1,-5386.882201,-2306.668918,7693.625445,-5386.882201,-2306.668918,7693.625445
0.0979,1,-5204.551308,-2539.248407,7743.76666,-5204.551308,-2539.248407,7743.76666
0.098,1,-5052.186471,-2751.830872,7804.060249,-5052.186471,-2751.830872,7804.060249
0.0981,1,-4792.703126,-3023.507023,7816.24263,-4792.703126,-3023.507023,7816.24263
0.0982,1,-4671.805316,-3202.236489,7874.010273,-4671.805316,-3202.236489,7874.010273
0.0983,1,-4395.685327,-3473.728046,7869.500002,-4395.685327,-3473.728046,7869.500002
0.0984,1,-4242.645612,-3660.270758,7902.871722,-4242.645612,-3660.270758,7902.871722
0.0985,1,-3999.788838,-3897.968307,7897.812326,-3999.788838,-3897.968307,7897.812326
0.0986,1,-3791.414969,-4107.079181,7898.510468,-3791.414969,-4107.079181,7898.510468
0.0987,1,-3585.202933,-4309.118647,7894.313282,-3585.202933,-4309.118647,7894.313282
0.0988,1,-3330.624422,-4534.055127,7864.734582,-3330.624422,-4534.055127,7864.734582
0.0989,1,-3150.833786,-4706.505971,7857.3333,-3150.833786,-4706.505971,7857.3333
0.099,1,-2864.160527,-4939.26241,7803.437987,-2864.160527,-4939.26241,7803.437987
0.0991,1,-2691.443392,-5092.149606,7783.645187,-2691.443392,-5092.149606,7783.645187
0.0992,1,-2406.354942,-5313.167126,7719.487814,-2406.354942,-5313.167126,7719.487814
0.0993,1,-2195.707883,-5474.146421,7669.922121,-2195.707883,-5474.146421,7669.922121
0.0994,1,-1963.52623,-5649.314702,7612.834767,-1963.52623,-5649.314702,7612.834767
0.0995,1,-1678.166749,-5844.642453,7522.813926,-1678.166749,-5844.642453,7522.813926
0.0996,1,-1507.581946,-5965.192683,7472.842687,-1507.581946,-5965.192683,7472.842687
0.0997,1,-1177.317372,-6177.79306,7355.058727,-1177.317372,-6177.79306,7355.058727
0.0998,1,-1012.356828,-6278.995049,7291.436848,-1012.356828,-6278.995049,7291.436848
0.0999,1,-704.360964,-6465.086899,7169.42413,-704.360964,-6465.086899,7169.42413
0.1,1,-490.379637,-6583.334282,7073.739138,-490.379637,-6583.334282,7073.739138
0.1001,1,-175.8093,-794.460402,970.289644,-175.8093,-794.460402,970.289644
0.1002,1,-142.131836,802.044577,-659.915118,-142.131836,802.044577,-659.915118
0.1003,1,-165.85277,-744.973212,910.819934,-165.85277,-744.973212,910.819934
0.1004,1,-132.57279,-782.252561,914.833661,-132.57279,-782.252561,914.833661
0.1005,1,-100.191823,914.137132,-813.92983,-100.191823,914.137132,-813.92983
0.1006,1,-134.880934,-786.495049,921.37083,-134.880934,-786.495049,921.37083
0.1007,1,-104.525411,-698.44102,802.955955,-104.525411,-698.44102,802.955955
0.1008,1,-76.373833,989.466953,-913.071216,-76.373833,989.466953,-913.071216
0.1009,1,-102.043147,-854.089595,956.137607,-102.043147,-854.089595,956.137607
0.101,1,-77.522847,-584.729669,662.237656,-77.522847,-584.729669,662.237656
0.1011,1,-71.490317,1019.484966,-947.986951,-71.490317,1019.484966,-947.986951
0.1012,1,-65.112127,-914.654641,979.780469,-65.112127,-914.654641,979.780469
0.1013,1,-49.539979,-466.679007,516.217641,-49.539979,-466.679007,516.217641
0.1014,1,-86.010955,1019.054592,-933.056247,-86.010955,1019.054592,-933.056247
0.1015,1,-20.944415,-971.202585,992.161018,-20.944415,-971.202585,992.161018
0.1016,1,-19.098507,-327.487063,346.596013,-19.098507,-327.487063,346.596013
0.1017,1,-106.549878,943.740625,-837.203688,-106.549878,943.740625,-837.203688
0.1018,1,35.057584,-943.121203,908.065647,35.057584,-943.121203,908.065647
0.1019,1,5.101086,-261.380329,256.288728,5.101086,-261.380329,256.288728
0.102,1,-140.437201,885.263603,-744.821057,-140.437201,885.263603,-744.821057
0.1021,1,98.040486,-874.001388,775.951004,98.040486,-874.001388,775.951004
0.1022,1,22.800156,-283.327577,260.52675,22.800156,-283.327577,260.52675
0.1023,1,-183.327232,923.684511,-740.338945,-183.327232,923.684511,-740.338945
0.1024,1,148.136591,-895.14413,747.000955,148.136591,-895.14413,747.000955
0.1025,1,36.973434,-250.284515,213.301417,36.973434,-250.284515,213.301417
0.1026,1,-216.806811,942.050447,-725.232384,-216.806811,942.050447,-725.232384
0.1027,1,199.616132,-931.933849,732.326372,199.616132,-931.933849,732.326372
0.1028,1,48.362909,-180.329587,131.957994,48.362909,-180.329587,131.957994
0.1029,1,-253.130364,921.248889,-668.125921,-253.130364,921.248889,-668.125921
0.103,1,261.780654,-934.495796,672.734262,261.780654,-934.495796,672.734262
0.1031,1,51.85054,-102.064765,50.213322,51.85054,-102.064765,50.213322
0.1032,1,-295.051912,870.521395,-575.483833,-295.051912,870.521395,-575.483833
0.1033,1,320.314005,-858.835159,538.531513,320.314005,-858.835159,538.531513
0.1034,1,46.653564,26.861702,-73.50783,46.653564,26.861702,-73.50783
0.1035,1,-334.689649,651.876254,-317.190689,-334.689649,651.876254,-317.190689
0.1036,1,179.3944,-369.544073,190.142298,179.3944,-369.544073,190.142298
0.1037,1,84.625807,16.124237,-100.741631,84.625807,16.124237,-100.741631
0.1038,1,-259.86214,213.447225,46.424151,-259.86214,213.447225,46.424151
0.1039,1,10.935145,-122.391508,111.444037,10.935145,-122.391508,111.444037
0.104,1,92.65065,35.300282,-127.950944,92.65065,35.300282,-127.950944
0.1041,1,-92.096141,-73.89484,166.001831,-92.096141,-73.89484,166.001831
0.1042,1,-3.570332,-54.04949,57.62084,-3.570332,-54.04949,57.62084
0.1043,1,47.729892,40.141763,-87.880725,47.729892,40.141763,-87.880725
0.1044,1,-12.459873,-129.835233,142.294996,-12.459873,-129.835233,142.294996
0.1045,1,-278.191384,171.97261,106.235957,-278.191384,171.97261,106.235957
0.1046,1,41.671247,-17.56256,-24.118319,41.671247,-17.56256,-24.118319
0.1047,1,189.737578,-219.552495,29.80571,189.737578,-219.552495,29.80571
0.1048,1,-969.80786,126.067847,843.755291,-969.80786,126.067847,843.755291
0.1049,1,169.390168,-42.116913,-127.271643,169.390168,-42.116913,-127.271643
0.105,1,651.383785,-257.037374,-394.355046,651.383785,-257.037374,-394.355046
0.1051,1,-728.490773,-73.779259,802.268547,-728.490773,-73.779259,802.268547
0.1052,1,-2.276088,91.585639,-89.296749,-2.276088,91.585639,-89.296749
0.1053,1,851.140391,-298.461587,-552.680103,851.140391,-298.461587,-552.680103
0.1054,1,-835.932214,-153.75904,989.679143,-835.932214,-153.75904,989.679143
0.1055,1,53.339743,93.018552,-146.348246,53.339743,93.018552,-146.348246
0.1056,1,913.543851,-242.286514,-671.252295,913.543851,-242.286514,-671.252295
0.1057,1,-904.848152,-169.888488,1074.731968,-904.848152,-169.888488,1074.731968
0.1058,1,207.096776,-23.900071,-183.201261,207.096776,-23.900071,-183.201261
0.1059,1,769.894432,-48.540798,-721.348262,769.894432,-48.540798,-721.348262
0.106,1,-767.009151,-292.708068,1059.727295,-767.009151,-292.708068,1059.727295
0.1061,1,174.518208,-43.494653,-131.037068,174.518208,-43.494653,-131.037068
0.1062,1,769.618771,50.792579,-820.41128,769.618771,50.792579,-820.41128
0.1063,1,-711.239381,-395.980556,1107.233327,-711.239381,-395.980556,1107.233327
0.1064,1,196.189219,-103.728713,-92.464495,196.189219,-103.728713,-92.464495
0.1065,1,753.733859,222.948917,-976.690699,753.733859,222.948917,-976.690699
0.1066,1,-755.401005,-463.641709,1219.046871,-755.401005,-463.641709,1219.046871
0.1067,1,359.412456,-199.230314,-160.170261,359.412456,-199.230314,-160.170261
0.1068,1,584.556851,458.845416,-1043.41205,584.556851,458.845416,-1043.41205
0.1069,1,-729.127494,-618.398997,1347.520291,-729.127494,-618.398997,1347.520291
0.107,1,484.521915,-130.666152,-353.840632,484.521915,-130.666152,-353.840632
0.1071,1,398.497132,506.418255,-904.917938,398.497132,506.418255,-904.917938
0.1072,1,-570.959321,-720.319331,1291.271974,-570.959321,-720.319331,1291.271974
0.1073,1,407.042761,-10.724402,-396.316407,407.042761,-10.724402,-396.316407
0.1074,1,466.586724,404.60947,-871.189044,466.586724,404.60947,-871.189044
0.1075,1,-674.65748,-638.385909,1313.044175,-674.65748,-638.385909,1313.044175
0.1076,1,600.338043,-87.096962,-513.251981,600.338043,-87.096962,-513.251981
0.1077,1,281.486134,474.683321,-756.161396,281.486134,474.683321,-756.161396
0.1078,1,-599.937416,-658.983354,1258.927464,-599.937416,-658.983354,1258.927464
0.1079,1,658.973422,-80.156351,-578.824273,658.973422,-80.156351,-578.824273
0.108,1,167.6269,473.623257,-641.253146,167.6269,473.623257,-641.253146
0.1081,1,-488.663646,-647.258635,1135.929073,-488.663646,-647.258635,1135.929073
0.1082,1,590.213744,-81.318894,-508.888085,590.213744,-81.318894,-508.888085
0.1083,1,235.737221,462.645247,-698.394987,235.737221,462.645247,-698.394987
0.1084,1,-576.184199,-598.025712,1174.211015,-576.184199,-598.025712,1174.211015
0.1085,1,713.48326,-169.464833,-544.003851,713.48326,-169.464833,-544.003851
0.1086,1,168.809203,579.821789,-748.640183,168.809203,579.821789,-748.640183
0.1087,1,-613.541782,-696.717261,1310.254795,-613.541782,-696.717261,1310.254795
0.1088,1,874.083532,-117.60175,-756.474774,874.083532,-117.60175,-756.474774
0.1089,1,-40.195748,621.272486,-581.071868,-40.195748,621.272486,-581.071868
0.109,1,-424.877797,-809.560195,1234.432075,-424.877797,-809.560195,1234.432075
0.1091,1,746.642047,41.819689,-788.466638,746.642047,41.819689,-788.466638
0.1092,1,57.145241,497.162258,-554.294736,57.145241,497.162258,-554.294736
0.1093,1,-532.88437,-743.16981,1276.051505,-532.88437,-743.16981,1276.051505
0.1094,1,886.96522,47.252918,-934.224114,886.96522,47.252918,-934.224114
0.1095,1,-47.237102,473.214894,-425.974714,-47.237102,473.214894,-425.974714
0.1096,1,-516.471267,-725.316825,1241.793175,-516.471267,-725.316825,1241.793175
0.1097,1,978.773689,71.970845,-1050.743089,978.773689,71.970845,-1050.743089
0.1098,1,-199.485882,449.812751,-250.337493,-199.485882,449.812751,-250.337493
0.1099,1,-355.083766,-720.807563,1075.899141,-355.083766,-720.807563,1075.899141
0.11,1,846.286953,128.149404,-974.428265,846.286953,128.149404,-974.428265
0.1101,1,-93.175194,368.421603,-275.257561,-93.175194,368.421603,-275.257561
0.1102,1,-447.771085,-618.633103,1066.404725,-447.771085,-618.633103,1066.404725
0.1103,1,925.231144,47.388303,-972.611416,925.231144,47.388303,-972.611416
0.1104,1,-119.875213,445.250864,-325.374213,-119.875213,445.250864,-325.374213
0.1105,1,-492.11898,-660.544536,1152.654323,-492.11898,-660.544536,1152.654323
0.1106,1,1042.314181,58.421882,-1100.73319,1042.314181,58.421882,-1100.73319
0.1107,1,-275.670062,515.102114,-239.420555,-275.670062,515.102114,-239.420555
0.1108,1,-352.535725,-781.197109,1133.723176,-352.535725,-781.197109,1133.723176
0.1109,1,953.224005,212.063457,-1165.289148,953.224005,212.063457,-1165.289148
0.111,1,-237.989591,420.630683,-182.633869,-237.989591,420.630683,-182.633869
0.1111,1,-377.517135,-758.78935,1136.307491,-377.517135,-758.78935,1136.307491
0.1112,1,980.884062,274.466481,-1255.353276,980.884062,274.466481,-1255.353276
0.1113,1,-252.107086,360.901286,-108.798589,-252.107086,360.901286,-108.798589
0.1114,1,-423.59929,-726.298052,1149.907211,-423.59929,-726.298052,1149.907211
0.1115,1,1104.414134,304.015757,-1408.429638,1104.414134,304.015757,-1408.429638
0.1116,1,-438.529653,342.868033,95.65285,-438.529653,342.868033,95.65285
0.1117,1,-238.201303,-740.75081,978.957565,-238.201303,-740.75081,978.957565
0.1118,1,968.948437,398.924133,-1367.867499,968.948437,398.924133,-1367.867499
0.1119,1,-386.479284,226.085585,160.392072,-386.479284,226.085585,160.392072
0.112,1,-238.108762,-619.723239,857.824455,-238.108762,-619.723239,857.824455
0.1121,1,939.848918,339.655478,-1279.496752,939.848918,339.655478,-1279.496752
0.1122,1,-352.165856,251.517148,100.655825,-352.165856,251.517148,100.655825
0.1123,1,-307.221201,-590.789877,897.998145,-307.221201,-590.789877,897.998145
0.1124,1,1049.771435,298.786924,-1348.554046,1049.771435,298.786924,-1348.554046
0.1125,1,-505.506577,336.081475,169.432548,-505.506577,336.081475,169.432548
0.1126,1,-177.348803,-682.957278,860.30271,-177.348803,-682.957278,860.30271
0.1127,1,979.654735,406.721172,-1386.37946,979.654735,406.721172,-1386.37946
0.1128,1,-525.967766,287.884115,238.085389,-525.967766,287.884115,238.085389
0.1129,1,-114.756489,-689.507396,804.27245,-114.756489,-689.507396,804.27245
0.113,1,898.881126,492.45476,-1391.342901,898.881126,492.45476,-1391.342901
0.1131,1,-458.149882,206.324339,251.823256,-458.149882,206.324339,251.823256
0.1132,1,-217.384775,-629.982408,847.37476,-217.384775,-629.982408,847.37476
0.1133,1,1049.805938,512.290638,-1562.096753,1049.805938,512.290638,-1562.096753
0.1134,1,-674.374105,170.747032,503.625,-674.374105,170.747032,503.625
0.1135,1,-18.213718,-620.09432,638.304227,-18.213718,-620.09432,638.304227
0.1136,1,915.40493,606.269215,-1521.664958,915.40493,606.269215,-1521.664958
0.1137,1,-658.666917,43.336601,615.331044,-658.666917,43.336601,615.331044
0.1138,1,34.88941,-503.941455,469.041423,34.88941,-503.941455,469.041423
0.1139,1,820.88638,611.806216,-1432.684012,820.88638,611.806216,-1432.684012
0.114,1,-585.24791,-48.960006,634.212057,-585.24791,-48.960006,634.212057
0.1141,1,-46.209305,-354.832022,401.036,-46.209305,-354.832022,401.036
0.1142,1,899.842968,524.223738,-1424.069069,899.842968,524.223738,-1424.069069
0.1143,1,-697.368405,2.44769,694.927025,-697.368405,2.44769,694.927025
0.1144,1,49.143229,-394.497285,345.358139,49.143229,-394.497285,345.358139
0.1145,1,830.794582,604.437053,-1435.241833,830.794582,604.437053,-1435.241833
0.1146,1,-713.105246,-39.212842,752.322873,-713.105246,-39.212842,752.322873
0.1147,1,112.8628,-415.552812,302.696267,112.8628,-415.552812,302.696267
0.1148,1,721.413229,737.739217,-1459.157253,721.413229,737.739217,-1459.157253
0.1149,1,-628.078653,-182.209001,810.287118,-628.078653,-182.209001,810.287118
0.115,1,34.322759,-321.416679,287.094617,34.322759,-321.416679,287.094617
0.1151,1,759.61232,791.70841,-1551.314135,759.61232,791.70841,-1551.314135
