t,node,Va,Vb,Vc,Ia,Ib,Ic
0.05880,1,-3357.772178,-4522.549216,7880.256788,-3357.772178,-4522.549216,7880.256788
0.05890,1,-3097.343161,-4743.788607,7841.230981,-3097.343161,-4743.788607,7841.230981
0.05900,1,-2901.738811,-4919.357567,7821.075139,-2901.738811,-4919.357567,7821.075139
0.05910,1,-2619.737764,-5139.793422,7759.526657,-2619.737764,-5139.793422,7759.526657
0.05920,1,-2449.842084,-5290.811264,7740.751658,-2449.842084,-5290.811264,7740.751658
0.05930,1,-2144.253485,-5509.938303,7654.103413,-2144.253485,-5509.938303,7654.103413
0.05940,1,-1967.770252,-5645.409492,7613.290188,-1967.770252,-5645.409492,7613.290188
0.05950,1,-1675.108446,-5851.571922,7526.656396,-1675.108446,-5851.571922,7526.656396
0.05960,1,-1446.794544,-6005.253142,7452.045695,-1446.794544,-6005.253142,7452.045695
0.05970,1,-1248.982526,-6132.783921,7381.853390,-1248.982526,-6132.783921,7381.853390
0.05980,1,-901.675992,-6349.325197,7250.938987,-901.675992,-6349.325197,7250.938987
0.05990,1,-769.159812,-6425.184567,7194.413303,-769.159812,-6425.184567,7194.413303
0.06000,1,-432.836884,-6620.850303,7053.715076,-432.836884,-6620.850303,7053.715076
0.06010,1,-235.078297,-6720.764175,6955.786636,-235.078297,-6720.764175,6955.786636
0.06020,1,23.605885,-6854.096849,6830.625455,23.605885,-6854.096849,6830.625455
0.06030,1,302.416714,-6990.606902,6688.091708,302.416714,-6990.606902,6688.091708
0.06040,1,488.578180,-7065.213983,6576.729635,488.578180,-7065.213983,6576.729635
0.06050,1,801.877993,-7208.664066,6406.796331,801.877993,-7208.664066,6406.796331
0.06060,1,993.002552,-7282.119531,6289.077140,993.002552,-7282.119531,6289.077140
0.06070,1,1294.302075,-7400.833186,6106.647373,1294.302075,-7400.833186,6106.647373
0.06080,1,1467.023623,-7443.079192,5975.977078,1467.023623,-7443.079192,5975.977078
0.06090,1,1785.727337,-7566.812883,5781.162949,1785.727337,-7566.812883,5781.162949
0.06100,1,1974.423652,-7606.372066,5631.963115,1974.423652,-7606.372066,5631.963115
0.06110,1,2224.050770,-7674.249052,5450.174110,2224.050770,-7674.249052,5450.174110
0.06120,1,2494.396615,-7745.523798,5251.203398,2494.396615,-7745.523798,5251.203398
0.06130,1,2651.426200,-7749.433748,5097.991644,2651.426200,-7749.433748,5097.991644
0.06140,1,2995.471044,-7857.789529,4862.318624,2995.471044,-7857.789529,4862.318624
0.06150,1,3109.015287,-7816.365872,4707.445708,3109.015287,-7816.365872,4707.445708
0.06160,1,3410.419898,-7885.057321,4474.541077,3410.419898,-7885.057321,4474.541077
0.06170,1,3614.772965,-7894.637786,4279.997241,3614.772965,-7894.637786,4279.997241
0.06180,1,3809.323793,-7886.052716,4076.674801,3809.323793,-7886.052716,4076.674801
0.06190,1,4068.416195,-7912.280418,3843.887900,4068.416195,-7912.280418,3843.887900
0.06200,1,4224.871219,-7871.512216,3646.721074,4224.871219,-7871.512216,3646.721074
0.06210,1,4491.774095,-7895.277689,3403.419409,4491.774095,-7895.277689,3403.419409
0.06220,1,4638.619397,-7838.537217,3200.038812,4638.619397,-7838.537217,3200.038812
0.06230,1,4883.936847,-7833.970776,2949.988098,4883.936847,-7833.970776,2949.988098
0.06240,1,5029.848605,-7767.218636,2737.394311,5029.848605,-7767.218636,2737.394311
0.06250,1,5264.473403,-7754.845323,2490.436255,5264.473403,-7754.845323,2490.436255
0.06260,1,5424.756674,-7681.150284,2256.343702,5424.756674,-7681.150284,2256.343702
0.06270,1,5574.423093,-7605.902499,2031.549241,5574.423093,-7605.902499,2031.549241
0.06280,1,5825.437365,-7583.676119,1758.254086,5825.437365,-7583.676119,1758.254086
0.06290,1,5886.285389,-7446.866809,1560.544539,5886.285389,-7446.866809,1560.544539
0.06300,1,6151.934595,-7423.935998,1272.117177,6151.934595,-7423.935998,1272.117177
0.06310,1,6222.496512,-7281.938516,1059.356434,6222.496512,-7281.938516,1059.356434
0.06320,1,6412.729199,-7210.916939,798.276948,6412.729199,-7210.916939,798.276948
0.06330,1,6567.665554,-7115.097684,547.439702,6567.665554,-7115.097684,547.439702
0.06340,1,6647.717645,-6966.234567,318.483565,6647.717645,-6966.234567,318.483565
0.06350,1,6843.312740,-6887.158849,43.955984,6843.312740,-6887.158849,43.955984
0.06360,1,6908.779494,-6731.499255,-177.354740,6908.779494,-6731.499255,-177.354740
0.06370,1,7073.772842,-6625.111068,-448.586549,7073.772842,-6625.111068,-448.586549
0.06380,1,7131.570657,-6456.895420,-674.657074,7131.570657,-6456.895420,-674.657074
0.06390,1,7280.971833,-6339.129551,-941.875350,7280.971833,-6339.129551,-941.875350
0.06400,1,7339.299344,-6168.209874,-1170.996021,7339.299344,-6168.209874,-1170.996021
0.06410,1,7444.812221,-6021.742489,-1423.111201,7444.812221,-6021.742489,-1423.111201
0.06420,1,7530.615178,-5858.326810,-1672.257947,7530.615178,-5858.326810,-1672.257947
0.06430,1,7559.133730,-5665.223309,-1893.844164,7559.133730,-5665.223309,-1893.844164
0.06440,1,7706.499738,-5541.776605,-2164.798657,7706.499738,-5541.776605,-2164.798657
0.06450,1,7668.196037,-5300.302733,-2367.769114,7668.196037,-5300.302733,-2367.769114
0.06460,1,7787.444666,-5157.780240,-2629.723754,7787.444666,-5157.780240,-2629.723754
0.06470,1,7808.071350,-4954.522699,-2853.509605,7808.071350,-4954.522699,-2853.509605
0.06480,1,7816.608613,-4744.409393,-3072.138694,7816.608613,-4744.409393,-3072.138694
0.06490,1,7904.833622,-4579.681340,-3325.219205,7904.833622,-4579.681340,-3325.219205
0.06500,1,7839.805682,-4323.971532,-3515.723727,7839.805682,-4323.971532,-3515.723727
0.06510,1,7935.606302,-4166.905691,-3768.743507,7935.606302,-4166.905691,-3768.743507
0.06520,1,7874.593956,-3917.253902,-3957.313729,7874.593956,-3917.253902,-3957.313729
0.06530,1,7908.718101,-3718.560420,-4190.095703,7908.718101,-3718.560420,-4190.095703
0.06540,1,7871.122708,-3485.594722,-4385.579752,7871.122708,-3485.594722,-4385.579752
0.06550,1,7869.443378,-3273.341425,-4596.023872,7869.443378,-3273.341425,-4596.023872
0.06560,1,7841.623280,-3044.293386,-4797.328123,7841.623280,-3044.293386,-4797.328123
0.06570,1,7770.900307,-2793.177109,-4977.745166,7770.900307,-2793.177109,-4977.745166
0.06580,1,7800.744281,-2603.231866,-5197.407904,7800.744281,-2603.231866,-5197.407904
0.06590,1,7648.102856,-2308.191188,-5339.993576,7648.102856,-2308.191188,-5339.993576
0.06600,1,7705.368270,-2139.552379,-5565.721683,7705.368270,-2139.552379,-5565.721683
0.06610,1,7531.169752,-1831.504397,-5699.669274,7531.169752,-1831.504397,-5699.669274
0.06620,1,7527.182457,-1634.182888,-5893.019473,7527.182457,-1634.182888,-5893.019473
0.06630,1,7437.603928,-1386.310354,-6051.194357,7437.603928,-1386.310354,-6051.194357
0.06640,1,7301.830919,-1109.626841,-6192.273667,7301.830919,-1109.626841,-6192.273667
0.06650,1,7283.044483,-911.709723,-6371.259006,7283.044483,-911.709723,-6371.259006
0.06660,1,7098.924593,-615.164580,-6483.744465,7098.924593,-615.164580,-6483.744465
0.06670,1,7063.748465,-413.885425,-6649.896450,7063.748465,-413.885425,-6649.896450
0.06680,1,6885.022766,-126.666698,-6758.254982,6885.022766,-126.666698,-6758.254982
0.06690,1,6806.628161,94.029295,-6900.715515,6806.628161,94.029295,-6900.715515
0.06700,1,6646.354795,359.712853,-7006.013831,6646.354795,359.712853,-7006.013831
0.06710,1,6530.090991,592.799527,-7122.849141,6530.090991,592.799527,-7122.849141
0.06720,1,6380.002960,849.124636,-7229.183526,6380.002960,849.124636,-7229.183526
0.06730,1,6208.635052,1104.495781,-7313.015278,6208.635052,1104.495781,-7313.015278
0.06740,1,6110.919217,1315.388647,-7426.372206,6110.919217,1315.388647,-7426.372206
0.06750,1,5870.289186,1607.770045,-7478.002717,5870.289186,1607.770045,-7478.002717
0.06760,1,5774.661656,1806.172604,-7580.799419,5774.661656,1806.172604,-7580.799419
0.06770,1,5559.901381,2072.991823,-7632.931740,5559.901381,2072.991823,-7632.931740
0.06780,1,5380.126027,2309.591647,-7689.633866,5380.126027,2309.591647,-7689.633866
0.06790,1,5243.965434,2518.372232,-7762.357700,5243.965434,2518.372232,-7762.357700
0.06800,1,4969.922698,2804.771058,-7774.687462,4969.922698,2804.771058,-7774.687462
0.06810,1,4871.638895,2975.931880,-7847.488966,4871.638895,2975.931880,-7847.488966
0.06820,1,4595.615430,3249.656635,-7845.346009,4595.615430,3249.656635,-7845.346009
0.06830,1,4438.550881,3449.498247,-7887.946036,4438.550881,3449.498247,-7887.946036
0.06840,1,4209.453756,3681.688985,-7891.166427,4209.453756,3681.688985,-7891.166427
0.06850,1,4001.553428,3897.556386,-7899.110799,4001.553428,3897.556386,-7899.110799
0.06860,1,3799.813391,4102.285750,-7902.005523,3799.813391,4102.285750,-7902.005523
0.06870,1,3544.722881,4334.218729,-7879.026889,3544.722881,4334.218729,-7879.026889
0.06880,1,3379.104936,4506.159165,-7885.151498,3379.104936,4506.159165,-7885.151498
0.06890,1,3072.748243,4753.608397,-7826.390813,3072.748243,4753.608397,-7826.390813
0.06900,1,2944.052162,4888.728737,-7832.765024,2944.052162,4888.728737,-7832.765024
0.06910,1,2604.863100,5148.631018,-7753.428901,2604.863100,5148.631018,-7753.428901
0.06920,1,2453.611430,5280.705920,-7734.360678,2453.611430,5280.705920,-7734.360678
0.06930,1,2181.665299,5484.494608,-7666.100018,2181.665299,5484.494608,-7666.100018
0.06940,1,1923.130486,5671.771832,-7594.880256,1923.130486,5671.771832,-7594.880256
0.06950,1,1739.517340,5807.359404,-7546.911224,1739.517340,5807.359404,-7546.911224
0.06960,1,1420.787887,6018.330741,-7439.017236,1420.787887,6018.330741,-7439.017236
0.06970,1,1249.306105,6130.641853,-7380.009021,1249.306105,6130.641853,-7380.009021
0.06980,1,951.824276,6316.246190,-7268.010175,951.824276,6316.246190,-7268.010175
0.06990,1,725.792452,6450.888875,-7176.648056,725.792452,6450.888875,-7176.648056
0.07000,1,482.804353,6586.699789,-7069.553672,482.804353,6586.699789,-7069.553672
0.07010,1,219.033764,6729.135803,-6948.055894,219.033764,6729.135803,-6948.055894
0.07020,1,-6.398313,6845.190337,-6838.859720,-6.398313,6845.190337,-6838.859720
0.07030,1,-290.979680,6984.963836,-6693.921237,-290.979680,6984.963836,-6693.921237
0.07040,1,-483.273078,7065.622006,-6582.319239,-483.273078,7065.622006,-6582.319239
0.07050,1,-798.511734,7212.430530,-6413.958209,-798.511734,7212.430530,-6413.958209
0.07060,1,-979.460956,7271.830760,-6292.276064,-979.460956,7271.830760,-6292.276064
0.07070,1,-1271.567519,7394.296245,-6122.767600,-1271.567519,7394.296245,-6122.767600
0.07080,1,-1506.516976,7469.202432,-5962.655117,-1506.516976,7469.202432,-5962.655117
0.07090,1,-1707.138360,7523.866185,-5816.669267,-1707.138360,7523.866185,-5816.669267
0.07100,1,-2039.978536,7649.185719,-5609.264937,-2039.978536,7649.185719,-5609.264937
0.07110,1,-2161.809542,7639.744523,-5477.836852,-2161.809542,7639.744523,-5477.836852
0.07120,1,-2510.064009,7761.443897,-5251.410551,-2510.064009,7761.443897,-5251.410551
0.07130,1,-2660.576784,7758.919275,-5098.327495,-2660.576784,7758.919275,-5098.327495
0.07140,1,-2942.702137,7828.236528,-4885.460595,-2942.702137,7828.236528,-4885.460595
0.07150,1,-3154.574842,7850.232943,-4695.725097,-3154.574842,7850.232943,-4695.725097
0.07160,1,-3369.140742,7866.088276,-4496.848246,-3369.140742,7866.088276,-4496.848246
0.07170,1,-3622.955069,7901.992781,-4279.064006,-3622.955069,7901.992781,-4279.064006
0.07180,1,-3797.865108,7885.413674,-4087.537516,-3797.865108,7885.413674,-4087.537516
0.07190,1,-4071.268428,7918.591418,-3847.252322,-4071.268428,7918.591418,-3847.252322
0.07200,1,-4206.387409,7866.377630,-3660.042765,-4206.387409,7866.377630,-3660.042765
0.07210,1,-4500.455497,7905.654607,-3405.125357,-4500.455497,7905.654607,-3405.125357
0.07220,1,-4626.655098,7834.672261,-3208.011829,-4626.655098,7834.672261,-3208.011829
0.07230,1,-4867.878563,7831.789519,-2963.929623,-4867.878563,7831.789519,-2963.929623
0.07240,1,-5062.897275,7793.567493,-2730.579817,-5062.897275,7793.567493,-2730.579817
0.07250,1,-5205.978182,7721.062179,-2515.141120,-5205.978182,7721.062179,-2515.141120
0.07260,1,-5466.017949,7715.532445,-2249.451909,-5466.017949,7715.532445,-2249.451909
0.07270,1,-5557.484226,7598.835253,-2041.322588,-5557.484226,7598.835253,-2041.322588
0.07280,1,-5798.101954,7574.838006,-1776.783589,-5798.101954,7574.838006,-1776.783589
0.07290,1,-5932.682669,7478.286335,-1545.484339,-5932.682669,7478.286335,-1545.484339
0.07300,1,-6089.525949,7392.995171,-1303.552560,-6089.525949,7392.995171,-1303.552560
0.07310,1,-6271.561268,7317.238562,-1045.590069,-6271.561268,7317.238562,-1045.590069
0.07320,1,-6379.472624,7197.565645,-818.091749,-6379.472624,7197.565645,-818.091749
0.07330,1,-6572.249188,7120.336766,-548.100780,-6572.249188,7120.336766,-548.100780
0.07340,1,-6649.223985,6975.621964,-326.322506,-6649.223985,6975.621964,-326.322506
0.07350,1,-6842.384513,6892.241496,-49.888893,-6842.384513,6892.241496,-49.888893
0.07360,1,-6899.446056,6729.192843,170.287857,-6899.446056,6729.192843,170.287857
0.07370,1,-7074.022576,6633.137793,440.930584,-7074.022576,6633.137793,440.930584
0.07380,1,-7146.454375,6469.478002,676.935676,-7146.454375,6469.478002,676.935676
0.07390,1,-7242.927225,6323.656286,919.351131,-7242.927225,6323.656286,919.351131
0.07400,1,-7389.999467,6203.169492,1186.816763,-7389.999467,6203.169492,1186.816763
0.07410,1,-7390.574001,5993.126384,1397.444513,-7390.574001,5993.126384,1397.444513
0.07420,1,-7566.350927,5887.614627,1678.831441,-7566.350927,5887.614627,1678.831441
0.07430,1,-7556.983880,5668.571517,1888.318319,-7556.983880,5668.571517,1888.318319
0.07440,1,-7673.028315,5524.856353,2148.304471,-7673.028315,5524.856353,2148.304471
0.07450,1,-7717.791140,5337.715808,2380.011971,-7717.791140,5337.715808,2380.011971
0.07460,1,-7746.220151,5136.717264,2609.549948,-7746.220151,5136.717264,2609.549948
0.07470,1,-7828.494569,4972.501833,2856.034284,-7828.494569,4972.501833,2856.034284
0.07480,1,-7818.997473,4750.028558,3068.933814,-7818.997473,4750.028558,3068.933814
0.07490,1,-7888.539578,4574.643198,3313.966172,-7888.539578,4574.643198,3313.966172
0.07500,1,-7863.523110,4343.677156,3519.843567,-7863.523110,4343.677156,3519.843567
0.07510,1,-7917.930799,4161.400431,3756.526205,-7917.930799,4161.400431,3756.526205
0.07520,1,-7888.696904,3927.271826,3961.500297,-7888.696904,3927.271826,3961.500297
0.07530,1,-7893.146034,3717.281776,4175.817764,-7893.146034,3717.281776,4175.817764
0.07540,1,-7906.624887,3509.560632,4397.123285,-7906.624887,3509.560632,4397.123285
0.07550,1,-7820.189395,3247.301933,4572.913064,-7820.189395,3247.301933,4572.913064
0.07560,1,-7896.028982,3082.614421,4813.373019,-7896.028982,3082.614421,4813.373019
0.07570,1,-7738.415793,2775.876722,4962.653233,-7738.415793,2775.876722,4962.653233
0.07580,1,-7806.650507,2612.769483,5193.799059,-7806.650507,2612.769483,5193.799059
0.07590,1,-7679.961150,2329.629538,5350.421824,-7679.961150,2329.629538,5350.421824
0.07600,1,-7652.642219,2110.856599,5541.781322,-7652.642219,2110.856599,5541.781322
0.07610,1,-7595.287532,1875.705626,5719.573708,-7595.287532,1875.705626,5719.573708
0.07620,1,-7484.464388,1610.799761,5873.738309,-7484.464388,1610.799761,5873.738309
0.07630,1,-7457.087565,1400.237146,6056.816445,-7457.087565,1400.237146,6056.816445
0.07640,1,-7310.705343,1119.934894,6190.808817,-7310.705343,1119.934894,6190.808817
0.07650,1,-7271.719400,907.022273,6364.741917,-7271.719400,907.022273,6364.741917
0.07660,1,-7114.443894,627.507292,6486.889137,-7114.443894,627.507292,6486.889137
0.07670,1,-7056.624814,412.722097,6644.001079,-7056.624814,412.722097,6644.001079
0.07680,1,-6900.514955,137.484646,6762.986801,-6900.514955,137.484646,6762.986801
0.07690,1,-6789.197483,-100.097748,6889.331783,-6789.197483,-100.097748,6889.331783
0.07700,1,-6683.517199,-335.611845,7019.180453,-6683.517199,-335.611845,7019.180453
0.07710,1,-6489.631802,-616.872679,7106.452148,-6489.631802,-616.872679,7106.452148
0.07720,1,-6421.391176,-818.456936,7239.945673,-6421.391176,-818.456936,7239.945673
0.07730,1,-6200.537874,-1109.931269,7310.431891,-6200.537874,-1109.931269,7310.431891
0.07740,1,-6089.897768,-1325.429879,7415.356485,-6089.897768,-1325.429879,7415.356485
0.07750,1,-5926.729735,-1571.519213,7498.303701,-5926.729735,-1571.519213,7498.303701
0.07760,1,-5715.476292,-1841.278604,7556.708479,-5715.476292,-1841.278604,7556.708479
0.07770,1,-5617.914758,-2034.636216,7652.631710,-5617.914758,-2034.636216,7652.631710
0.07780,1,-5350.905377,-2327.419097,7678.312453,-5350.905377,-2327.419097,7678.312453
0.07790,1,-5255.056735,-2510.426087,7765.483723,-5255.056735,-2510.426087,7765.483723
0.07800,1,-4984.197296,-2793.482640,7777.758767,-4984.197296,-2793.482640,7777.758767
0.07810,1,-4862.237416,-2981.335898,7843.511315,-4862.237416,-2981.335898,7843.511315
0.07820,1,-4604.659113,-3244.476318,7849.222502,-4604.659113,-3244.476318,7849.222502
0.07830,1,-4442.369457,-3444.174124,7886.530970,-4442.369457,-3444.174124,7886.530970
0.07840,1,-4218.362238,-3677.179000,7895.543264,-4218.362238,-3677.179000,7895.543264
0.07850,1,-3988.733287,-3904.123179,7892.927194,-3988.733287,-3904.123179,7892.927194
0.07860,1,-3828.546544,-4084.109589,7912.613107,-3828.546544,-4084.109589,7912.613107
0.07870,1,-3525.319579,-4347.386825,7872.763902,-3525.319579,-4347.386825,7872.763902
0.07880,1,-3391.103872,-4495.473596,7886.600706,-3391.103872,-4495.473596,7886.600706
0.07890,1,-3095.159984,-4742.645989,7837.772424,-3095.159984,-4742.645989,7837.772424
0.07900,1,-2899.509481,-4915.243903,7814.853295,-2899.509481,-4915.243903,7814.853295
0.07910,1,-2673.731732,-5105.465032,7779.134194,-2673.731732,-5105.465032,7779.134194
0.07920,1,-2398.166528,-5316.019743,7714.254380,-2398.166528,-5316.019743,7714.254380
0.07930,1,-2219.758305,-5461.131882,7680.907728,-2219.758305,-5461.131882,7680.907728
0.07940,1,-1921.595121,-5673.029560,7594.597117,-1921.595121,-5673.029560,7594.597117
0.07950,1,-1726.114479,-5816.377334,7542.581677,-1726.114479,-5816.377334,7542.581677
0.07960,1,-1451.795538,-5999.122427,7450.869850,-1451.795538,-5999.122427,7450.869850
0.07970,1,-1225.787186,-6146.409086,7372.249029,-1225.787186,-6146.409086,7372.249029
0.07980,1,-975.589453,-6303.199405,7278.816552,-975.589453,-6303.199405,7278.816552
0.07990,1,-713.060482,-6457.371989,7170.406116,-713.060482,-6457.371989,7170.406116
0.08000,1,-507.056592,-6574.540250,7081.670535,-507.056592,-6574.540250,7081.670535
0.08010,1,-191.298059,-6747.274004,6938.554440,-191.298059,-6747.274004,6938.554440
0.08020,1,-31.184621,-6821.661532,6852.858915,-31.184621,-6821.661532,6852.858915
0.08030,1,310.266279,-6999.763652,6689.567285,310.266279,-6999.763652,6689.567285
0.08040,1,482.235770,-7064.703977,6582.404426,482.235770,-7064.703977,6582.404426
0.08050,1,766.447944,-7195.027386,6428.681521,766.447944,-7195.027386,6428.681521
0.08060,1,1024.597795,-7301.346151,6276.711526,1024.597795,-7301.346151,6276.711526
0.08070,1,1217.414764,-7360.211181,6142.822711,1217.414764,-7360.211181,6142.822711
0.08080,1,1538.802428,-7493.424231,5954.678642,1538.802428,-7493.424231,5954.678642
0.08090,1,1699.172971,-7518.729950,5819.510116,1699.172971,-7518.729950,5819.510116
0.08100,1,2013.299672,-7634.932484,5621.712834,2013.299672,-7634.932484,5621.712834
0.08110,1,2198.679893,-7663.510606,5464.818650,2198.679893,-7663.510606,5464.818650
0.08120,1,2468.280614,-7738.833771,5270.557105,2468.280614,-7738.833771,5270.557105
0.08130,1,2689.612940,-7776.671639,5087.129870,2689.612940,-7776.671639,5087.129870
0.08140,1,2915.746716,-7815.454128,4899.657735,2915.746716,-7815.454128,4899.657735
0.08150,1,3174.702583,-7862.292187,4687.661164,3174.702583,-7862.292187,4687.661164
0.08160,1,3342.526441,-7853.251845,4510.728989,3342.526441,-7853.251845,4510.728989
0.08170,1,3647.432828,-7919.080671,4271.635314,3647.432828,-7919.080671,4271.635314
0.08180,1,3774.747138,-7870.938468,4096.273729,3774.747138,-7870.938468,4096.273729
0.08190,1,4071.398371,-7923.366625,3851.915903,4071.398371,-7923.366625,3851.915903
0.08200,1,4231.180647,-7882.038799,3650.924604,4231.180647,-7882.038799,3650.924604
0.08210,1,4447.120967,-7875.025434,3427.916449,4447.120967,-7875.025434,3427.916449
0.08220,1,4685.090557,-7873.189054,3188.080549,4685.090557,-7873.189054,3188.080549
0.08230,1,4817.043442,-7801.702099,2984.738083,4817.043442,-7801.702099,2984.738083
0.08240,1,5086.242364,-7810.898722,2724.617660,5086.242364,-7810.898722,2724.617660
0.08250,1,5208.127505,-7724.272757,2516.189089,5208.127505,-7724.272757,2516.189089
0.08260,1,5438.917611,-7699.805627,2260.926641,5438.917611,-7699.805627,2260.926641
0.08270,1,5590.108729,-7622.666219,2032.514848,5590.108729,-7622.666219,2032.514848
0.08280,1,5769.290055,-7558.416796,1789.224435,5769.290055,-7558.416796,1789.224435
0.08290,1,5947.786424,-7489.238503,1541.402646,5947.786424,-7489.238503,1541.402646
0.08300,1,6078.504100,-7388.815508,1310.361047,6078.504100,-7388.815508,1310.361047
0.08310,1,6282.422707,-7326.455455,1044.065458,6282.422707,-7326.455455,1044.065458
0.08320,1,6363.497697,-7188.233239,824.704040,6363.497697,-7188.233239,824.704040
0.08330,1,6584.096559,-7132.239205,548.221173,6584.096559,-7132.239205,548.221173
0.08340,1,6648.001315,-6973.491368,325.466896,6648.001315,-6973.491368,325.466896
0.08350,1,6822.152188,-6885.398813,63.267291,6822.152188,-6885.398813,63.267291
0.08360,1,6941.058064,-6754.585133,-186.414734,6941.058064,-6754.585133,-186.414734
0.08370,1,7017.343340,-6600.358906,-417.032526,7017.343340,-6600.358906,-417.032526
0.08380,1,7198.482727,-6504.702022,-693.696938,7198.482727,-6504.702022,-693.696938
0.08390,1,7212.783766,-6305.974235,-906.828064,7212.783766,-6305.974235,-906.828064
0.08400,1,7389.181088,-6205.015447,-1184.154784,7389.181088,-6205.015447,-1184.154784
0.08410,1,7415.957368,-6010.616969,-1405.273027,7415.957368,-6010.616969,-1405.273027
0.08420,1,7529.302972,-5866.644380,-1662.710841,7529.302972,-5866.644380,-1662.710841
0.08430,1,7592.162922,-5692.062906,-1900.018149,7592.162922,-5692.062906,-1900.018149
0.08440,1,7648.362782,-5512.134725,-2136.241448,7648.362782,-5512.134725,-2136.241448
0.08450,1,7731.111054,-5346.010967,-2385.092137,7731.111054,-5346.010967,-2385.092137
0.08460,1,7739.019290,-5136.146501,-2602.810585,7739.019290,-5136.146501,-2602.810585
0.08470,1,7837.871394,-4978.912221,-2858.994476,7837.871394,-4978.912221,-2858.994476
0.08480,1,7807.727214,-4744.193477,-3063.480593,7807.727214,-4744.193477,-3063.480593
0.08490,1,7895.111381,-4581.850374,-3313.237652,7895.111381,-4581.850374,-3313.237652
0.08500,1,7873.463663,-4350.103770,-3523.390747,7873.463663,-4350.103770,-3523.390747
0.08510,1,7889.850520,-4146.179312,-3743.573932,7889.850520,-4146.179312,-3743.573932
0.08520,1,7930.540920,-3955.136330,-3975.467880,7930.540920,-3955.136330,-3975.467880
0.08530,1,7853.514962,-3692.560609,-4160.880121,7853.514962,-3692.560609,-4160.880121
0.08540,1,7930.624036,-3528.360364,-4402.257773,7930.624036,-3528.360364,-4402.257773
0.08550,1,7826.441319,-3250.492325,-4575.961545,7826.441319,-3250.492325,-4575.961545
0.08560,1,7861.069550,-3062.991973,-4798.002770,7861.069550,-3062.991973,-4798.002770
0.08570,1,7793.824560,-2811.939637,-4981.921337,7793.824560,-2811.939637,-4981.921337
0.08580,1,7751.519995,-2579.441177,-5172.032521,7751.519995,-2579.441177,-5172.032521
0.08590,1,7725.038620,-2358.656684,-5366.352937,7725.038620,-2358.656684,-5366.352937
0.08600,1,7624.535260,-2095.109749,-5529.450149,7624.535260,-2095.109749,-5529.450149
0.08610,1,7614.031331,-1887.955110,-5726.004358,7614.031331,-1887.955110,-5726.004358
0.08620,1,7473.340645,-1605.197795,-5868.161101,7473.340645,-1605.197795,-5868.161101
0.08630,1,7467.574180,-1408.466067,-6059.091447,7467.574180,-1408.466067,-6059.091447
0.08640,1,7306.966575,-1116.573122,-6190.329627,7306.966575,-1116.573122,-6190.329627
0.08650,1,7265.910745,-907.262360,-6358.706681,7265.910745,-907.262360,-6358.706681
0.08660,1,7141.273182,-642.817058,-6498.355898,7141.273182,-642.817058,-6498.355898
0.08670,1,7013.721238,-387.505419,-6626.256583,7013.721238,-387.505419,-6626.256583
0.08680,1,6952.483814,-171.603533,-6780.844211,6952.483814,-171.603533,-6780.844211
0.08690,1,6750.051813,125.352838,-6875.361509,6750.051813,125.352838,-6875.361509
0.08700,1,6701.044531,322.229168,-7023.306360,6701.044531,322.229168,-7023.306360
0.08710,1,6502.289034,609.532014,-7111.752410,6502.289034,609.532014,-7111.752410
0.08720,1,6389.944339,837.098421,-7227.048412,6389.944339,837.098421,-7227.048412
0.08730,1,6242.051382,1082.823336,-7324.872256,6242.051382,1082.823336,-7324.872256
0.08740,1,6058.607955,1344.954369,-7403.492701,6058.607955,1344.954369,-7403.492701
0.08750,1,5943.454971,1560.893187,-7504.396309,5943.454971,1560.893187,-7504.396309
0.08760,1,5717.741281,1838.205639,-7555.874261,5717.741281,1838.205639,-7555.874261
0.08770,1,5609.724955,2040.289639,-7650.015956,5609.724955,2040.289639,-7650.015956
0.08780,1,5363.588861,2318.961678,-7682.555217,5363.588861,2318.961678,-7682.555217
0.08790,1,5243.330911,2516.623505,-7759.880297,5243.330911,2516.623505,-7759.880297
0.08800,1,5005.521043,2781.131123,-7786.698975,5005.521043,2781.131123,-7786.698975
0.08810,1,4831.186156,2999.041604,-7830.161857,4831.186156,2999.041604,-7830.161857
0.08820,1,4652.177642,3215.199351,-7867.370053,4652.177642,3215.199351,-7867.370053
0.08830,1,4389.624703,3477.835471,-7867.469046,4389.624703,3477.835471,-7867.469046
0.08840,1,4268.715347,3643.107340,-7911.753554,4268.715347,3643.107340,-7911.753554
0.08850,1,3961.649453,3923.695944,-7885.375685,3961.649453,3923.695944,-7885.375685
0.08860,1,3828.817958,4081.916791,-7910.695610,3828.817958,4081.916791,-7910.695610
0.08870,1,3553.984250,4330.178723,-7884.123389,3553.984250,4330.178723,-7884.123389
0.08880,1,3352.413847,4519.681812,-7872.137515,3352.413847,4519.681812,-7872.137515
0.08890,1,3133.556886,4718.188331,-7851.647189,3133.556886,4718.188331,-7851.647189
0.08900,1,2877.786376,4929.415517,-7807.255455,2877.786376,4929.415517,-7807.255455
0.08910,1,2680.937836,5100.893342,-7781.772609,2680.937836,5100.893342,-7781.772609
0.08920,1,2406.672031,5310.558522,-7717.210602,2406.672031,5310.558522,-7717.210602
0.08930,1,2208.779321,5468.115020,-7676.912165,2208.779321,5468.115020,-7676.912165
0.08940,1,1934.607412,5666.299006,-7600.838979,1934.607412,5666.299006,-7600.838979
